Nom de l'annonce,Produit,Créateur,Type de contenu,Angle marketing,Hook,Mois,Statut,Date de lancement,Budget dépensé (€),Conversions (achats),Revenu estimé (€),ROAS,Coût par conversion (€),Impressions,Clics,Taux de clic (%)
AG1_Motion-Vidéo_Léa_Bien-être_V721,AG1 Travel Packs,Léa Garcia,Motion/Vidéo,Bien-être global,3 mois plus tard...,Octobre 2025,En pause,23/10/2025,7490,88,31757.6,4.24,85.11,97541,1853,1.9
AG1_UGC_Camille_Bien-être_V722,Vitamine D3+K2,Camille Dubois,UGC,Bien-être global,Mon secret de productivité,Juillet 2025,Arrêtée,09/07/2025,7751,76,19299.99,2.49,101.99,102926,2161,2.1
AG1_UGC_Thomas_Bien-être_V723,AG1 Powder,Thomas Bernard,UGC,Bien-être global,Pourquoi je ne peux plus m'en passer,Octobre 2025,En pause,18/10/2025,6517,185,9710.33,1.49,35.23,290835,12506,4.3
AG1_Témoignage_Marc_Routine_V724,Abonnement,Marc Dupont,Témoignage,Routine matinale,Ce que personne ne dit,Septembre 2025,En ligne,01/09/2025,6935,236,20596.95,2.97,29.39,457712,9154,2
AG1_Témoignage_Pierre_Performance_V725,Bundle Complet,Pierre Moreau,Témoignage,Performance sportive,Avant chaque entraînement...,Novembre 2025,En ligne,09/11/2025,1170,13,4223.7,3.61,90,409499,12694,3.1
AG1_Imagestatique_Sophie_Performance_V726,Vitamine D3+K2,Sophie Martin,Image statique,Performance sportive,Avant chaque entraînement...,Septembre 2025,En ligne,13/09/2025,2868,42,2695.92,0.94,68.29,305761,6421,2.1
AG1_Motion-Vidéo_Sophie_Énergie_V727,AG1 Powder,Sophie Martin,Motion/Vidéo,Énergie quotidienne,Mon avis honnête,Juillet 2025,En ligne,12/07/2025,4054,26,8999.88,2.22,155.92,415529,7895,1.9
AG1_UGC_Studio_Énergie_V728,Bundle Complet,Studio Interne,UGC,Énergie quotidienne,Ce qui a changé ma vie...,Août 2025,Arrêtée,09/08/2025,3821,239,14175.91,3.71,15.99,362160,6157,1.7
AG1_Podcast_Marc_Digestion_V729,AG1 Powder,Marc Dupont,Podcast,Digestion,Ce qui a changé ma vie...,Août 2025,Archivée,23/08/2025,1067,80,3702.49,3.47,13.34,87003,1740,2
AG1_UGC_Julie_Performance_V730,Shaker,Julie Petit,UGC,Performance sportive,Mon avis honnête,Juillet 2025,Arrêtée,05/07/2025,4180,34,4974.2,1.19,122.94,98597,4338,4.4
AG1_UGC_Sophie_Voyage_V731,AG1 Travel Packs,Sophie Martin,UGC,Voyage et santé,La vérité sur AG1,Août 2025,Arrêtée,24/08/2025,5616,246,24092.64,4.29,22.83,472032,8497,1.8
AG1_Motion-Vidéo_Emma_Énergie_V732,Bundle Complet,Emma Laurent,Motion/Vidéo,Énergie quotidienne,Mon avis honnête,Novembre 2025,Arrêtée,25/11/2025,3372,143,13184.52,3.91,23.58,67141,2283,3.4
AG1_UGC_Antoine_Performance_V733,Shaker,Antoine Roux,UGC,Performance sportive,Mon avis honnête,Septembre 2025,Arrêtée,16/09/2025,3547,159,15216.63,4.29,22.31,492911,21195,4.3
AG1_Témoignage_Studio_Énergie_V734,Abonnement,Studio Interne,Témoignage,Énergie quotidienne,Avant chaque entraînement...,Octobre 2025,Arrêtée,13/10/2025,872,128,2319.52,2.66,6.81,305891,9177,3
AG1_Témoignage_Thomas_Routine_V735,Bundle Complet,Thomas Bernard,Témoignage,Routine matinale,Mon avis honnête,Août 2025,Arrêtée,20/08/2025,1627,244,3807.18,2.34,6.67,332549,12637,3.8
AG1_Témoignage_Pierre_Énergie_V736,AG1 Travel Packs,Pierre Moreau,Témoignage,Énergie quotidienne,Pourquoi je ne peux plus m'en passer,Octobre 2025,Arrêtée,18/10/2025,4594,5,16079,3.5,918.8,147682,3987,2.7
AG1_Témoignage_Marc_Immunité_V737,Shaker,Marc Dupont,Témoignage,Immunité,Pourquoi je ne peux plus m'en passer,Octobre 2025,Arrêtée,24/10/2025,4363,226,6849.91,1.57,19.31,46956,2019,4.3
AG1_Imagestatique_Marc_Énergie_V738,Omega-3,Marc Dupont,Image statique,Énergie quotidienne,Avant chaque entraînement...,Octobre 2025,Archivée,23/10/2025,4731,197,7096.5,1.5,24.02,378254,12482,3.3
AG1_Podcast_Antoine_Énergie_V739,Vitamine D3+K2,Antoine Roux,Podcast,Énergie quotidienne,3 mois plus tard...,Novembre 2025,En pause,19/11/2025,4345,89,17857.95,4.11,48.82,332491,11637,3.5
AG1_Motion-Vidéo_Camille_Voyage_V740,Vitamine D3+K2,Camille Dubois,Motion/Vidéo,Voyage et santé,Mon avis honnête,Novembre 2025,En ligne,06/11/2025,2952,124,10863.36,3.68,23.81,26668,1173,4.4
AG1_Motion-Vidéo_Léa_Focus_V741,AG1 Powder,Léa Garcia,Motion/Vidéo,Focus mental,Avant chaque entraînement...,Septembre 2025,En pause,12/09/2025,2750,115,9267.5,3.37,23.91,160562,3372,2.1
AG1_Imagestatique_Thomas_Bien-être_V742,Bundle Complet,Thomas Bernard,Image statique,Bien-être global,Pourquoi je ne peux plus m'en passer,Novembre 2025,Arrêtée,20/11/2025,1912,68,8489.28,4.44,28.12,112947,1920,1.7
AG1_Motion-Vidéo_Thomas_Énergie_V743,Abonnement,Thomas Bernard,Motion/Vidéo,Énergie quotidienne,La vérité sur AG1,Octobre 2025,En ligne,12/10/2025,5115,90,12634.05,2.47,56.83,37880,1136,3
AG1_Témoignage_Sophie_Digestion_V744,AG1 Powder,Sophie Martin,Témoignage,Digestion,Mon secret de productivité,Août 2025,Arrêtée,14/08/2025,2008,170,8373.36,4.17,11.81,399306,14375,3.6
AG1_Témoignage_Camille_Digestion_V745,Abonnement,Camille Dubois,Témoignage,Digestion,Ce que personne ne dit,Octobre 2025,Arrêtée,01/10/2025,1994,150,3988,2,13.29,43362,1691,3.9
AG1_Podcast_Thomas_Routine_V746,AG1 Travel Packs,Thomas Bernard,Podcast,Routine matinale,Mon secret de productivité,Octobre 2025,Archivée,16/10/2025,4465,221,17860,4,20.2,54803,1589,2.9
AG1_Motion-Vidéo_Emma_Performance_V747,Vitamine D3+K2,Emma Laurent,Motion/Vidéo,Performance sportive,La vérité sur AG1,Août 2025,En pause,23/08/2025,6668,226,15936.52,2.39,29.5,165228,6279,3.8
AG1_Témoignage_Thomas_Digestion_V748,Omega-3,Thomas Bernard,Témoignage,Digestion,Mon avis honnête,Août 2025,En ligne,08/08/2025,5570,41,5068.7,0.91,135.85,27093,1084,4
AG1_UGC_Antoine_Voyage_V749,Abonnement,Antoine Roux,UGC,Voyage et santé,Mon avis honnête,Septembre 2025,En pause,27/09/2025,5490,158,15756.3,2.87,34.75,51527,1340,2.6
AG1_Imagestatique_Julie_Routine_V750,Vitamine D3+K2,Julie Petit,Image statique,Routine matinale,Avant chaque entraînement...,Août 2025,Archivée,19/08/2025,3973,48,13706.85,3.45,82.77,307828,11082,3.6
AG1_UGC_Camille_Performance_V751,Vitamine D3+K2,Camille Dubois,UGC,Performance sportive,3 mois plus tard...,Août 2025,En ligne,05/08/2025,3113,136,5167.58,1.66,22.89,299468,7187,2.4
AG1_Motion-Vidéo_Pierre_Performance_V752,AG1 Powder,Pierre Moreau,Motion/Vidéo,Performance sportive,La vérité sur AG1,Octobre 2025,En pause,04/10/2025,949,166,977.47,1.03,5.72,207664,6853,3.3
AG1_Podcast_Thomas_Performance_V753,Abonnement,Thomas Bernard,Podcast,Performance sportive,Mon secret de productivité,Septembre 2025,En ligne,06/09/2025,1072,106,1768.8,1.65,10.11,365586,8774,2.4
AG1_Motion-Vidéo_Thomas_Énergie_V754,Bundle Complet,Thomas Bernard,Motion/Vidéo,Énergie quotidienne,Ce qui a changé ma vie...,Juillet 2025,Arrêtée,09/07/2025,3708,168,5895.72,1.59,22.07,479040,21078,4.4
AG1_Motion-Vidéo_Pierre_Bien-être_V755,Bundle Complet,Pierre Moreau,Motion/Vidéo,Bien-être global,Ce que personne ne dit,Septembre 2025,Archivée,18/09/2025,1496,63,6492.64,4.34,23.75,414199,12840,3.1
AG1_Témoignage_Léa_Énergie_V756,Shaker,Léa Garcia,Témoignage,Énergie quotidienne,Mon avis honnête,Novembre 2025,En pause,19/11/2025,7849,107,14285.18,1.82,73.36,378730,7196,1.9
AG1_UGC_Marc_Énergie_V757,Abonnement,Marc Dupont,UGC,Énergie quotidienne,Avant chaque entraînement...,Octobre 2025,En pause,10/10/2025,710,175,2286.2,3.22,4.06,472410,16534,3.5
AG1_UGC_Camille_Voyage_V758,Abonnement,Camille Dubois,UGC,Voyage et santé,3 mois plus tard...,Juillet 2025,En pause,21/07/2025,4077,204,9010.17,2.21,19.99,226720,7482,3.3
AG1_UGC_Marc_Énergie_V759,Omega-3,Marc Dupont,UGC,Énergie quotidienne,Pourquoi je ne peux plus m'en passer,Octobre 2025,En pause,01/10/2025,6995,68,12521.05,1.79,102.87,226526,9741,4.3
AG1_Podcast_Thomas_Énergie_V760,AG1 Powder,Thomas Bernard,Podcast,Énergie quotidienne,Avant chaque entraînement...,Août 2025,En ligne,05/08/2025,2378,146,7229.12,3.04,16.29,143761,4169,2.9
AG1_Imagestatique_Emma_Digestion_V761,AG1 Travel Packs,Emma Laurent,Image statique,Digestion,Ce que personne ne dit,Octobre 2025,En pause,08/10/2025,4962,108,9080.46,1.83,45.94,480233,20650,4.3
AG1_Imagestatique_Emma_Digestion_V762,Shaker,Emma Laurent,Image statique,Digestion,Ce que personne ne dit,Octobre 2025,En ligne,01/10/2025,3580,100,3436.8,0.96,35.8,148596,6241,4.2
AG1_Motion-Vidéo_Julie_Bien-être_V763,Bundle Complet,Julie Petit,Motion/Vidéo,Bien-être global,Pourquoi je ne peux plus m'en passer,Août 2025,Arrêtée,21/08/2025,5095,249,6878.25,1.35,20.46,106675,2134,2
AG1_Témoignage_Marc_Bien-être_V764,Vitamine D3+K2,Marc Dupont,Témoignage,Bien-être global,Mon secret de productivité,Août 2025,En pause,19/08/2025,5585,52,23121.9,4.14,107.4,336877,8759,2.6
AG1_Imagestatique_Sophie_Immunité_V765,Shaker,Sophie Martin,Image statique,Immunité,3 mois plus tard...,Novembre 2025,En pause,10/11/2025,7737,67,32108.55,4.15,115.48,121778,4019,3.3
AG1_Témoignage_Camille_Performance_V766,Omega-3,Camille Dubois,Témoignage,Performance sportive,Mon secret de productivité,Octobre 2025,Archivée,05/10/2025,1252,217,3555.68,2.84,5.77,300015,12901,4.3
AG1_Podcast_Julie_Bien-être_V767,Omega-3,Julie Petit,Podcast,Bien-être global,Ce que personne ne dit,Septembre 2025,Archivée,26/09/2025,7613,159,25579.68,3.36,47.88,81463,2362,2.9
AG1_Podcast_Pierre_Immunité_V768,Omega-3,Pierre Moreau,Podcast,Immunité,Avant chaque entraînement...,Novembre 2025,En ligne,08/11/2025,6552,133,6027.84,0.92,49.26,446792,8042,1.8
AG1_Podcast_Camille_Immunité_V769,Bundle Complet,Camille Dubois,Podcast,Immunité,Pourquoi je ne peux plus m'en passer,Novembre 2025,Arrêtée,23/11/2025,5102,221,21377.38,4.19,23.09,232548,4884,2.1
AG1_Témoignage_Antoine_Performance_V770,Shaker,Antoine Roux,Témoignage,Performance sportive,Pourquoi je ne peux plus m'en passer,Septembre 2025,Archivée,27/09/2025,3393,179,11875.5,3.5,18.96,193469,2902,1.5
AG1_Témoignage_Studio_Focus_V771,Bundle Complet,Studio Interne,Témoignage,Focus mental,Ce qui a changé ma vie...,Août 2025,En pause,12/08/2025,6759,75,24332.4,3.6,90.12,441276,18975,4.3
AG1_UGC_Julie_Focus_V772,Shaker,Julie Petit,UGC,Focus mental,Pourquoi je ne peux plus m'en passer,Novembre 2025,Archivée,22/11/2025,2274,169,6162.54,2.71,13.46,260777,4433,1.7
AG1_Motion-Vidéo_Camille_Énergie_V773,Shaker,Camille Dubois,Motion/Vidéo,Énergie quotidienne,Mon secret de productivité,Septembre 2025,En ligne,26/09/2025,2736,95,7195.68,2.63,28.8,45519,1502,3.3
AG1_Motion-Vidéo_Antoine_Immunité_V774,AG1 Travel Packs,Antoine Roux,Motion/Vidéo,Immunité,La vérité sur AG1,Novembre 2025,En pause,06/11/2025,1046,183,1140.14,1.09,5.72,136510,4095,3
AG1_Imagestatique_Sophie_Focus_V775,Shaker,Sophie Martin,Image statique,Focus mental,Mon secret de productivité,Septembre 2025,Archivée,01/09/2025,5152,72,9634.24,1.87,71.56,289140,6361,2.2
AG1_UGC_Thomas_Digestion_V776,AG1 Powder,Thomas Bernard,UGC,Digestion,Ce qui a changé ma vie...,Août 2025,En ligne,17/08/2025,3414,225,9388.5,2.75,15.17,349285,7335,2.1
AG1_Motion-Vidéo_Marc_Routine_V777,Abonnement,Marc Dupont,Motion/Vidéo,Routine matinale,3 mois plus tard...,Juillet 2025,Arrêtée,14/07/2025,4723,185,11760.27,2.49,25.53,75024,2251,3
AG1_Podcast_Léa_Performance_V778,Shaker,Léa Garcia,Podcast,Performance sportive,3 mois plus tard...,Septembre 2025,En ligne,01/09/2025,6264,82,17539.2,2.8,76.39,196286,6281,3.2
AG1_Témoignage_Sophie_Voyage_V779,AG1 Travel Packs,Sophie Martin,Témoignage,Voyage et santé,3 mois plus tard...,Juillet 2025,En pause,12/07/2025,4923,171,12258.27,2.49,28.79,279893,5038,1.8
AG1_Imagestatique_Studio_Digestion_V780,Omega-3,Studio Interne,Image statique,Digestion,3 mois plus tard...,Août 2025,En pause,17/08/2025,6172,138,20182.44,3.27,44.72,152528,3813,2.5
AG1_Imagestatique_Thomas_Voyage_V781,AG1 Powder,Thomas Bernard,Image statique,Voyage et santé,3 mois plus tard...,Octobre 2025,En pause,20/10/2025,5776,100,5371.68,0.93,57.76,293780,12926,4.4
AG1_Témoignage_Thomas_Bien-être_V782,Abonnement,Thomas Bernard,Témoignage,Bien-être global,Mon avis honnête,Octobre 2025,En ligne,05/10/2025,3847,233,3808.53,0.99,16.51,418248,11293,2.7
AG1_Imagestatique_Léa_Immunité_V783,Abonnement,Léa Garcia,Image statique,Immunité,Ce que personne ne dit,Octobre 2025,En ligne,17/10/2025,5769,159,5942.07,1.03,36.28,411020,17674,4.3
AG1_Motion-Vidéo_Emma_Voyage_V784,Bundle Complet,Emma Laurent,Motion/Vidéo,Voyage et santé,3 mois plus tard...,Septembre 2025,Arrêtée,21/09/2025,2542,8,6634.62,2.61,317.75,374118,11598,3.1
AG1_UGC_Sophie_Voyage_V785,AG1 Travel Packs,Sophie Martin,UGC,Voyage et santé,Pourquoi je ne peux plus m'en passer,Octobre 2025,Archivée,10/10/2025,2623,242,11410.05,4.35,10.84,98051,2647,2.7
AG1_Motion-Vidéo_Studio_Routine_V786,AG1 Travel Packs,Studio Interne,Motion/Vidéo,Routine matinale,Mon avis honnête,Septembre 2025,Archivée,01/09/2025,5199,153,22251.72,4.28,33.98,485230,9219,1.9
AG1_Podcast_Julie_Voyage_V787,Bundle Complet,Julie Petit,Podcast,Voyage et santé,Pourquoi je ne peux plus m'en passer,Septembre 2025,Arrêtée,16/09/2025,4861,81,12978.87,2.67,60.01,185894,6506,3.5
AG1_Podcast_Camille_Digestion_V788,Omega-3,Camille Dubois,Podcast,Digestion,Mon avis honnête,Octobre 2025,En pause,16/10/2025,7685,51,31277.95,4.07,150.69,24305,389,1.6
AG1_UGC_Camille_Focus_V789,Vitamine D3+K2,Camille Dubois,UGC,Focus mental,Pourquoi je ne peux plus m'en passer,Août 2025,Archivée,09/08/2025,6249,72,14372.7,2.3,86.79,185422,4450,2.4
AG1_Motion-Vidéo_Emma_Routine_V790,Vitamine D3+K2,Emma Laurent,Motion/Vidéo,Routine matinale,Mon secret de productivité,Octobre 2025,Archivée,15/10/2025,1779,216,4660.98,2.62,8.24,160640,4016,2.50
AG1_UGC_Emma_Performance_V791,Vitamine D3+K2,Emma Laurent,UGC,Performance sportive,Ce qui a changé ma vie...,Novembre 2025,Archivée,25/11/2025,3089,212,8988.99,2.91,14.57,286718,10035,3.5
AG1_Imagestatique_Léa_Focus_V792,Shaker,Léa Garcia,Image statique,Focus mental,Pourquoi je ne peux plus m'en passer,Août 2025,En ligne,14/08/2025,2850,111,4816.5,1.69,25.68,40797,1795,4.4
AG1_Podcast_Sophie_Énergie_V793,Abonnement,Sophie Martin,Podcast,Énergie quotidienne,Ce qui a changé ma vie...,Septembre 2025,En ligne,15/09/2025,5092,172,12730,2.5,29.6,363052,10165,2.8
AG1_Imagestatique_Julie_Digestion_V794,AG1 Travel Packs,Julie Petit,Image statique,Digestion,Mon secret de productivité,Novembre 2025,Arrêtée,08/11/2025,2641,22,10484.77,3.97,120.05,27569,855,3.1
AG1_Podcast_Studio_Routine_V795,Omega-3,Studio Interne,Podcast,Routine matinale,Ce qui a changé ma vie...,Octobre 2025,Arrêtée,03/10/2025,1751,122,1558.39,0.89,14.35,248789,7464,3
AG1_UGC_Sophie_Focus_V796,AG1 Travel Packs,Sophie Martin,UGC,Focus mental,Avant chaque entraînement...,Octobre 2025,Archivée,06/10/2025,2785,203,9886.75,3.55,13.72,137395,5358,3.9
AG1_Podcast_Studio_Digestion_V797,Shaker,Studio Interne,Podcast,Digestion,Ce qui a changé ma vie...,Novembre 2025,En ligne,01/11/2025,7606,215,31260.66,4.11,35.38,436809,8299,1.9
AG1_UGC_Sophie_Performance_V798,Shaker,Sophie Martin,UGC,Performance sportive,Ce qui a changé ma vie...,Juillet 2025,En ligne,03/07/2025,7241,100,26646.88,3.68,72.41,94498,3307,3.5
AG1_Imagestatique_Léa_Bien-être_V799,AG1 Powder,Léa Garcia,Image statique,Bien-être global,Pourquoi je ne peux plus m'en passer,Juillet 2025,En pause,24/07/2025,5489,207,6257.46,1.14,26.52,296471,8894,3
AG1_Imagestatique_Emma_Voyage_V800,Abonnement,Emma Laurent,Image statique,Voyage et santé,Mon secret de productivité,Septembre 2025,En pause,23/09/2025,2530,43,6578,2.6,58.84,420849,12625,3
AG1_UGC_Studio_Digestion_V801,AG1 Powder,Studio Interne,UGC,Digestion,Pourquoi je ne peux plus m'en passer,Juillet 2025,En pause,05/07/2025,4080,123,6609.6,1.62,33.17,249554,5241,2.1
AG1_Témoignage_Antoine_Bien-être_V802,Vitamine D3+K2,Antoine Roux,Témoignage,Bien-être global,3 mois plus tard...,Octobre 2025,En ligne,25/10/2025,5368,181,13044.24,2.43,29.66,391423,14874,3.8
AG1_UGC_Pierre_Immunité_V803,Vitamine D3+K2,Pierre Moreau,UGC,Immunité,Ce que personne ne dit,Octobre 2025,Archivée,12/10/2025,1769,20,6739.89,3.81,88.45,410235,15589,3.8
AG1_Motion-Vidéo_Sophie_Voyage_V804,Omega-3,Sophie Martin,Motion/Vidéo,Voyage et santé,3 mois plus tard...,Juillet 2025,Arrêtée,12/07/2025,7115,225,29029.2,4.08,31.62,120916,2176,1.8
AG1_UGC_Thomas_Digestion_V805,Vitamine D3+K2,Thomas Bernard,UGC,Digestion,Avant chaque entraînement...,Août 2025,Archivée,24/08/2025,2266,221,1880.78,0.83,10.25,415231,7059,1.7
AG1_Témoignage_Antoine_Digestion_V806,Shaker,Antoine Roux,Témoignage,Digestion,Mon avis honnête,Octobre 2025,Arrêtée,08/10/2025,1151,109,2451.63,2.13,10.56,165323,4794,2.9
AG1_Motion-Vidéo_Antoine_Bien-être_V807,Omega-3,Antoine Roux,Motion/Vidéo,Bien-être global,Mon secret de productivité,Septembre 2025,En pause,14/09/2025,1718,178,4432.44,2.58,9.65,64951,1039,1.6
AG1_Podcast_Antoine_Immunité_V808,Shaker,Antoine Roux,Podcast,Immunité,3 mois plus tard...,Août 2025,En ligne,04/08/2025,3169,217,10394.32,3.28,14.6,123825,4086,3.3
AG1_Podcast_Julie_Focus_V809,AG1 Powder,Julie Petit,Podcast,Focus mental,3 mois plus tard...,Octobre 2025,Arrêtée,25/10/2025,4693,109,5866.25,1.25,43.06,381145,5717,1.5
AG1_Podcast_Sophie_Énergie_V810,AG1 Travel Packs,Sophie Martin,Podcast,Énergie quotidienne,La vérité sur AG1,Novembre 2025,Archivée,17/11/2025,7208,83,18668.72,2.59,86.84,54027,2323,4.3
AG1_Témoignage_Studio_Digestion_V811,Bundle Complet,Studio Interne,Témoignage,Digestion,3 mois plus tard...,Septembre 2025,Arrêtée,03/09/2025,1819,164,5256.91,2.89,11.09,261435,7582,2.9
AG1_Motion-Vidéo_Marc_Voyage_V812,Shaker,Marc Dupont,Motion/Vidéo,Voyage et santé,Mon secret de productivité,Novembre 2025,En pause,04/11/2025,2496,203,8586.24,3.44,12.3,342743,8226,2.4
AG1_Témoignage_Antoine_Focus_V813,Omega-3,Antoine Roux,Témoignage,Focus mental,Ce qui a changé ma vie...,Octobre 2025,Arrêtée,11/10/2025,2421,242,4914.63,2.03,10,164575,4608,2.8
AG1_Podcast_Sophie_Digestion_V814,Shaker,Sophie Martin,Podcast,Digestion,Mon secret de productivité,Octobre 2025,Archivée,21/10/2025,6611,52,24725.14,3.74,127.13,416166,17063,4.1
AG1_Motion-Vidéo_Julie_Voyage_V815,AG1 Travel Packs,Julie Petit,Motion/Vidéo,Voyage et santé,Mon avis honnête,Octobre 2025,Arrêtée,12/10/2025,6395,225,26155.55,4.09,28.42,163057,3424,2.1
AG1_UGC_Camille_Digestion_V816,Omega-3,Camille Dubois,UGC,Digestion,Avant chaque entraînement...,Juillet 2025,Archivée,04/07/2025,1982,169,2418.04,1.22,11.73,65119,2605,4
AG1_Podcast_Camille_Immunité_V817,AG1 Powder,Camille Dubois,Podcast,Immunité,3 mois plus tard...,Août 2025,En ligne,12/08/2025,3185,248,11529.7,3.62,12.84,50024,1201,2.4
AG1_Motion-Vidéo_Emma_Énergie_V818,Shaker,Emma Laurent,Motion/Vidéo,Énergie quotidienne,3 mois plus tard...,Octobre 2025,En ligne,07/10/2025,3996,183,16743.24,4.19,21.84,432771,7790,1.8
AG1_UGC_Thomas_Énergie_V819,Abonnement,Thomas Bernard,UGC,Énergie quotidienne,Ce qui a changé ma vie...,Août 2025,Arrêtée,21/08/2025,7845,171,28085.1,3.58,45.88,202728,7704,3.8
AG1_Motion-Vidéo_Antoine_Digestion_V820,AG1 Travel Packs,Antoine Roux,Motion/Vidéo,Digestion,Mon avis honnête,Août 2025,Arrêtée,17/08/2025,4212,135,5054.4,1.2,31.2,317324,10154,3.2
AG1_UGC_Léa_Digestion_V821,AG1 Powder,Léa Garcia,UGC,Digestion,3 mois plus tard...,Novembre 2025,En ligne,13/11/2025,5387,90,5117.65,0.95,59.86,182139,5100,2.8
AG1_Imagestatique_Antoine_Voyage_V822,Vitamine D3+K2,Antoine Roux,Image statique,Voyage et santé,Ce qui a changé ma vie...,Novembre 2025,Arrêtée,14/11/2025,893,45,1214.48,1.36,19.84,193704,6005,3.1
AG1_Podcast_Thomas_Voyage_V823,Omega-3,Thomas Bernard,Podcast,Voyage et santé,Pourquoi je ne peux plus m'en passer,Octobre 2025,En ligne,17/10/2025,1612,148,5110.04,3.17,10.89,119246,2385,2
AG1_Témoignage_Antoine_Voyage_V824,Abonnement,Antoine Roux,Témoignage,Voyage et santé,Mon secret de productivité,Août 2025,En ligne,06/08/2025,4910,53,19492.7,3.97,92.64,370829,14833,4
AG1_Motion-Vidéo_Léa_Voyage_V825,Bundle Complet,Léa Garcia,Motion/Vidéo,Voyage et santé,Ce que personne ne dit,Août 2025,Archivée,01/08/2025,4253,200,18670.67,4.39,21.26,474337,9961,2.1
AG1_Témoignage_Thomas_Voyage_V826,Shaker,Thomas Bernard,Témoignage,Voyage et santé,Ce que personne ne dit,Novembre 2025,En ligne,14/11/2025,3705,82,6002.1,1.62,45.18,450909,8116,1.8
AG1_Témoignage_Pierre_Voyage_V827,Vitamine D3+K2,Pierre Moreau,Témoignage,Voyage et santé,Mon avis honnête,Août 2025,En ligne,15/08/2025,3718,240,8216.78,2.21,15.49,457000,18737,4.10
AG1_Imagestatique_Léa_Routine_V828,Shaker,Léa Garcia,Image statique,Routine matinale,La vérité sur AG1,Novembre 2025,Arrêtée,01/11/2025,2959,48,5710.87,1.93,61.65,454821,11825,2.6
AG1_Témoignage_Antoine_Digestion_V829,Omega-3,Antoine Roux,Témoignage,Digestion,Ce que personne ne dit,Août 2025,En pause,06/08/2025,7986,92,16930.32,2.12,86.8,130566,3134,2.4
AG1_Podcast_Studio_Focus_V830,Shaker,Studio Interne,Podcast,Focus mental,3 mois plus tard...,Novembre 2025,Archivée,24/11/2025,6476,185,20787.96,3.21,35.01,133549,2671,2
AG1_Imagestatique_Sophie_Focus_V831,Omega-3,Sophie Martin,Image statique,Focus mental,Mon avis honnête,Novembre 2025,Arrêtée,05/11/2025,7618,25,26282.1,3.45,304.72,67141,1880,2.8
AG1_Imagestatique_Camille_Performance_V832,Vitamine D3+K2,Camille Dubois,Image statique,Performance sportive,Avant chaque entraînement...,Octobre 2025,En ligne,04/10/2025,3361,18,7528.64,2.24,186.72,228138,9810,4.3
AG1_Témoignage_Emma_Performance_V833,Bundle Complet,Emma Laurent,Témoignage,Performance sportive,Pourquoi je ne peux plus m'en passer,Juillet 2025,En pause,05/07/2025,6882,113,14314.56,2.08,60.9,207601,9134,4.4
